DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1454114832,4/1/2025 10:21:23 AM,Wei Haur Fong,Pending Approval,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021382(281pcs)&RXBR021384(99pcs),RXBR021408,R25P44284KRTDRW (80479774),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1455308702W1455310707,After Glide Total Pend MDW FG DS 1563  Test Scrap 99  Flash Rej 281 Total Scrap 380 ,4/4/2025 10:26:15 AM,307,1563,1870,380,Phuay Cheng Wong,MDW IN	1563 Total FG DS	1100 SS Bin 125	50 SS Bin 225	0 Total Scrap	413 MDW DS Yield	72% MDW SS Yield	5% ,4/8/2025 5:52:33 PM,50,1100,1150,413,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$3409.90
W1454114869,4/1/2025 10:22:43 AM,Wei Haur Fong,Pending Approval,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021384,RXBR021408,R25P44287KRTRMA (80479777),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1455124068W1455310622,After Glide	 Total Pend MDW	1886 Total Pend MDW FG DS	1614 Pend MDW FG SS	272 Flash Reject	320 Test Scrap	44 Total Scrap	364 DS Qty=1614pcs	 SST Qty=158pcs	 SSB Qty=114pcs	 ,4/5/2025 3:11:34 PM,272,1614,1886,364,Kit Hiong Chan,MDW IN	1614 Total FG DS	1350 SS Bin 125	0 SS Bin 225	100 Total Scrap	164 MDW DS Yield	85% MDW SS Yield	8% ,4/8/2025 5:59:18 PM,100,1350,1450,164,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$2270.40
W1457604611,4/15/2025 9:02:58 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021427/9(781/508pcs)&RXBR021464(68pcs),RXBR021464,R25J44192WXIRMAR25J44013WXIRMAR25J44134WXIRMAR24J43762WXIRMA&R24J43904WXIRMA(8046613580436859),1680/1260/1260/840/420,207624706,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)(V183E)+Flash Test+Glide DS P/N:207624700(SA"J"R8)+2nd Flash+MDW out as V11D DS:207624701,,After Glide Total Pend MDW FG =4171  Test Scrap =508  1st Flash Rej =781 	2nd Flash AW Flash in	4171 Flash Reject	68 Flash Yield	98% AW MDW	4103 Total Scrap	1357 ,5/5/2025 3:20:22 PM,0,4103,4103,1357,Kit Hiong Chan,MDW in=4103pcs FG DS=175pcs Scrap=3928pcs,5/6/2025 5:19:17 PM,0,175,175,3928,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$20928.60
W1457669522,4/15/2025 9:57:02 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,350,Production Cell#5,RXBR021422,,R25P44364KRTRTV(80487325),,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15CM DS(Web DMR#W1450658389)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected  on Hold for Ting Wei Leong+Remarks:Prime RTV Lot,,After Cassette Level Sorting Non Affected=70pcs UAI&Ship+Affected=280pcs go CC sorting+Non Affecetd=245pcs UAI &Ship+affected go for Scrap Qty=35pcs,4/17/2025 2:00:53 PM,0,315,315,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$138.60
W1457669575,4/15/2025 10:00:47 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3570,Production Cell#5,RXBR021422,,R25P44361KRTRTV(80487322),,207624206,V15CP SS,,ACONMDW,F,RMA(AL),V15CP SS(Web DMR#W1450658389)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected SS go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=805pcs UAI&Ship+Affected=2765pcs go CC sorting+Non Affecetd=2310pcs UAI &Ship+affected=455 go for scrap,4/17/2025 2:32:58 PM,3115,0,3115,455,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1801.80
W1457671184,4/15/2025 1:29:01 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,840,Production Cell#5,RXBR021422,,R25P44362KRTRTV(80487323),,207624210,V15CP SS,,ACONMDW,F,RMA(AL),V15CP SS(Web DMR#W1450895584)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=385pcs UAI&Ship+Affected=455pcs go CC sorting Non Affecetd=280pcs UAI &Ship+affected=175pcs go for scrap,4/17/2025 2:36:38 PM,665,0,665,175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$693.00
W1457671325,4/15/2025 1:31:18 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1190,Production Cell#5,N/A,,R25P44360KRTRTV(80487321),,207624203,V11 DS,,ACONMDW,F,RMA(AL),V11D DS(Web DMR#W1450894883)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected  on Hold for Arnel+Remarks:Prime RTV Lot,W1461533667,After Cassette Level Sorting Non Affected=525pcs UAI&Ship+Affected=665pcs go CC sorting+Non Affecetd=455pcs UAI &Ship+affected=210pcs on Hold for Arnel,4/27/2025 5:23:19 PM,0,1190,1190,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1457671358,4/15/2025 1:34:52 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,210,Production Cell#5,RXBR021422,,R25P44359KRTRTV(80487320),,207624203,V11 DS,,ACONMDW,F,RMA(AL),V11D DS(Web DMR#W1450895584)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected go for scrap+Remarks:Prime RTV Lot,,After Cassette Level Sorting Non Affected=105pcs UAI&Ship+Affected=105pcs go CC sorting+Non Affeceted=70pcs UAI &Ship+affected=35pcs go for scrap,4/17/2025 1:52:22 PM,0,175,175,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$138.60
W1461796607,4/30/2025 4:28:41 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2450,Production Cell#8,N/A,RXBR021454,R25P44466KRTRTV(80501009),1155/1190/105,208362701,LongSpeak DS,,ACONMDW,F,RMA(GL),LPK DS(Web DMR#W1455563076)After CC Sorting Affected go for 100% ReIE(TA:RMADM1)(S28TE)DS:208956200(SA"W"PB)+MDW downgrade to LPKB P/N:208362702(PN)+R:Prime RTV Lot,W1461531587W1461531701W1461741772,After Glide	 Total Pend MDW FG DS	2450 Scrap	0 DS  Qty=2450pcs	 ,5/3/2025 2:07:49 PM,0,2450,2450,0,Kit Hiong Chan,MDW IN	2450 Total FG DS	2310 Total Scrap	140 MDW DS Yield	97% ,5/4/2025 10:07:08 AM,0,2310,2310,140,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$602.00
W1441305914,2/6/2025 4:24:26 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,6300,Production Cell#C,RXBR021290,RXBR021294,Pls refer to DMR Attachment,1890/1155/770/840/1645,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1440678403&W1439244490)Affected go for Burnish Glide(Start SS Retest Lot)(MRL08)(TA:WE501156)SST:205839908(SA"T"QA)+MDW out as SST:205839937(MX281)+R:Prime RTV Lot,W1440784199W1440955357W1440840100W1440840186W1440955255,After Glide	 Total Pend MDW FG DS	6218 Scrap	82 DS  Qty=6218pcs	 ,2/9/2025 3:15:02 PM,0,6218,6218,82,Kit Hiong Chan,MDW IN=6218 SS Bin 125=4620 Total Scrap=1598 MDW SS Yield	75% ,2/11/2025 1:30:56 PM,4620,0,4620,1598,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$7224.00
W1443990403,2/17/2025 3:47:32 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1575,Production Cell#6,RXBR021303,RXBR021306,R25P44106KRTRTV(80450426),,208956103,Summit DS,,ACONMDW,F,RMA(GL),SMITB DS(Web DMR#W1435652864)After CC sorting Affected go for ReIE(RMADM1)DS:208956100(SA"Y"PA)+MDW Tighten Aperio Test Rev5 DS:208956103+R:Prime RTV Lot,W1443101767,After Glide	 Total Pend MDW FG DS	1505 Scrap	70 DS  Qty=1505pcs	 ,2/17/2025 3:50:48 PM,0,1505,1505,70,Kit Hiong Chan,MDW IN	1505 Total FG DS	1260 Total Scrap	245 MDW DS Yield	80% ,2/19/2025 8:33:30 AM,0,1260,1260,245,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$1354.50
W1447641313,3/4/2025 1:26:55 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021350,RXBR021369,R24J43859WXIRMAR25J43945WXIRMAR25J44012WXIRMAR25J44133WXIRMA&R24J43903WXIRMA(8041345680426205),3360/840/420/420/420,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4542 Flash Reject	558 Test Scrap	360 Total Scrap	918 DS Qty=4542pcs	 ,3/16/2025 5:28:01 PM,0,4542,4542,918,Kit Hiong Chan,MDW in=4542pcs FG DS=2240pcs Scrap=2302pcs,3/25/2025 4:02:45 PM,0,2240,2240,2302,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$12751.20
W1441305932,2/6/2025 4:26:37 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4633,Production Cell#C,RXBR021290,RXBR021294,Pls refer to DMR Attachment,1260/700/1120/808/745,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1440678403&W1439244490)Affected go for Burnish Glide(Start SS Retest Lot)(MRL08)(TA:WE501156)SST:205839908(SA"T"QA)+MDW out as SST:205839937(MX281)+R:Prime RTV Lot,W1440955400W1441013252W1441013503W1440955031W1441013360,After Glide	 Total Pend MDW FG DS	4505 Scrap	128 DS  Qty=4505pcs	 ,2/10/2025 8:12:22 AM,0,4505,4505,128,Kit Hiong Chan,MDW IN=4505 SS Bin 125=3395 Total Scrap=1110 MDW SS Yield=76% ,2/11/2025 4:01:02 PM,3395,0,3395,1110,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$5323.40
W1444129220,2/18/2025 9:07:58 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2700,Production Cell#B,RXBR021315,RXBR021321,R25J44009WXIRMAR25J44014WXIRMA&R25J44043WXIRMA(80436859&80442063),900/900/900,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444808379W1445764658,After Glide	 Total Pend MDW	2006 Total Pend MDW FG DS	1507 Pend MDW FG SS	499 Flash Reject	586 Test Scrap	108 Total Scrap	694 DS Qty=1507pcs	 SST Qty=247pcs	 SSB Qty=252pcs	 ,2/22/2025 10:35:33 AM,499,1507,2006,694,Kit Hiong Chan,MDW IN	1507 Total FG DS	1200 SS Bin 125	0 SS Bin 225	150 Total Scrap	157 MDW DS Yield	80% MDW SS Yield	10% ,2/24/2025 6:01:08 PM,150,1200,1350,157,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3659.30
W1444170282,2/18/2025 9:30:03 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1800,Production Cell#B,RXBR021315(H),RXBR021315(M),R25J44093WXIDRW(80450641),,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1446947766W1445764927,After Glide	 Total Pend MDW	1301 Total Pend MDW FG DS	932 Pend MDW FG SS	369 Flash Reject	431 Test Scrap	68 Total Scrap	499 DS Qty=932pcs	 SST Qty=163pcs	 SSB Qty=206pcs	 ,2/22/2025 9:28:58 AM,369,932,1301,499,Kit Hiong Chan,MDW IN	932 Total FG DS	600 SS Bin 1	0 SS Bin 2	0 Total Scrap	332 MDW DS Yield	72% MDW SS Yield	17% ,2/22/2025 9:30:24 AM,0,600,600,332,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3573.30
W1444403389,2/19/2025 8:23:54 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4830,Production Cell#C,RXBR021324,,R25P44118KRTRTV(80454402),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(Web DMR#W1444470568)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected Hold for WenSheng+R:Prime RTV Lot,W1445827686,After Cassette Level Sorting Non Affected=2310pcs UAI & Ship +Affected=2520pcs go CC sorting Non Affecetd=1575pcs UAI & Ship+affected=910pcs refer to DMR#W1445827686 for Rework+Scrap=35ps,2/24/2025 6:12:09 PM,0,4795,4795,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$150.50
W1457604444,4/15/2025 8:46:06 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,840,Production Cell#5,N/A,RFCR117368,R25J44383WXINPR&R25J44384WXINPR(80492099),420/420,210165000,V15CP DS,,ACONMDW,F,RMA(AL),V15CP DS Pull back for 100% ReIE(Start FG Retest Lot)(TA#WZ5C14)(V15S2)out as DS P/N:207373235(SA"A"JX)+MDW out as V15CM DS:210169800+Attn:ZhangXiao+Ship to Wuxi Eval,,After Glide	 Total Pend MDW FG DS	840 Scrap	0 DS  Qty=840pcs	 ,4/15/2025 3:36:14 PM,0,840,840,0,Kit Hiong Chan,MDW IN	840 Total FG DS	805 Total Scrap	35 MDW DS Yield	85% ,4/16/2025 8:19:29 AM,0,805,805,35,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$138.60
W1444740129,2/20/2025 10:36:53 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,138,Production Cell#B,RXBR021321,,R25J43979WXIDRW(80431681),,204181101,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood AW MDW SST(RW14E)(DRW-RMATDDM)SST:100841103(SA"C"BV)+MDWS/Aperio SST:204181104+Drive Return Wuxi,W1437796243,MDW IN	138 Total FG SS	100 Total Scrap	38 MDW DS Yield	80% ,2/24/2025 6:01:52 PM,100,0,100,38,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$163.40
W1444740174,2/20/2025 10:42:51 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,784,Production Cell#B,RXBR021321,,Pls refer to DMR Attachment,316/360/108,204181102,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood AW MDW SST(RW14E)(DRW-RMATDDM)SST:100841103(SA"C"BV)+MDWS/Aperio SST:204181104+Drive Return Wuxi,W1440373798W1441304363W1440373813,MDW IN	784 Total FG SS	650 Total Scrap	134 MDW SS Yield	85% ,2/24/2025 6:02:19 PM,650,0,650,134,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$576.20
W1444740234,2/20/2025 10:53:16 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2590,Production Cell#C,RXBR021330,RXBR021338,R25P44078KRTRTVR25P44076KRTRTV&R25P44077KRTRTV(940009126080445243&80445242),1715/560/315,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1439244490)Affected go for Dummy Glide(Start RTV DMR Retest Lot)(MRL08)(TA:RMADM1)DS:205839900(SA"T"Q9)+LPE+MDW out as MARLB CSO DS:210156100(HB)+Remarks:CSO,W1441070468W1441764749W1441943499W1450321393,After Glide	 Total Pend MDW FG DS	2555 Scrap	35 DS  Qty=2555pcs	 ,3/1/2025 2:10:07 PM,0,2555,2555,35,Kit Hiong Chan,MDW IN	2555 Total FG DS	2520 Total Scrap	35 MDW DS Yield	99% ,3/5/2025 2:36:51 PM,0,2520,2520,35,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$301.00
W1459518952,4/22/2025 8:32:56 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1960,Production Cell#5,RXBR021429,,R25J44407WXIRTV(80495581),,207541401,CIMARRONBP DS,,ACONMDW,F,RMA(AL),CBPSW DS Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected go for scrap+Remarks:Prime RTV Lot,,After Cassette Level Sorting Non Affected=910pcs UAI&Ship+Affected=1050pcs go CC sorting+Non Affecetd=980pcs UAI &Ship+affected=70pcs go for scrap,4/25/2025 1:49:02 PM,0,1890,1890,70,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$277.20
W1459586190,4/22/2025 9:46:18 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,4620,Production Cell#5,RXBR021440(1007pcs)&RXBR021457(134pcs),RXBR021466,R25P44001KRTDRW&R25P44286KRTDRW(80436284&80479776),2940/1680,207624701,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V183E)+Flash Test+Glide DS P/N:207624700(SA"J"R8)+2nd Flash+MDW out as V11D DS:207624701,,After Glide	 Total Pend MDW FG DS	3613 Flash Reject	705 Test Scrap	302 	2nd Flash AW Flash in	3613 Flash Reject	134 Flash Yield	96% AW MDW	3479 Total Scrap	1141 ,5/6/2025 2:20:23 PM,0,3479,3479,1141,Kit Hiong Chan,MDW IN	3479 Total FG DS	700 Total Scrap	2779 MDW DS Yield	23% ,5/10/2025 10:50:11 AM,0,700,700,2779,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$15523.20
W1459586257,4/22/2025 9:53:41 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5040,Production Cell#5,RXBR021454,RXBR021464,R25J44227WXIDRWR25J44267WXIDRWR25J44328WXIDRWR25J44389WXIDRW&R25J44378WXIDRW(8047147880477625),1260/1260/1260/840/420,207624706,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V183E)+Flash Test+Glide DS P/N:207624700(SA"J"R8)+MDW out as V11D DS:207624701,,After Glide	 Total Pend MDW FG DS	3274 Flash Reject	1512 Test Scrap	254 Total Scrap	1766 DS Qty=3274pcs	 ,5/5/2025 3:25:32 PM,0,3274,3274,1766,Kit Hiong Chan,Pend MDW FG=3274 Mdw in=3272 MDW yield=18.0% Total in=3274 FG DS=560 Scrap=2714 ..CB: C Team,5/9/2025 5:19:20 PM,0,560,560,2714,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$17740.80
W1460392845,4/25/2025 10:27:56 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,4200,Production Cell#C,RXBR021434(743pcs)&RXBR021438(107pcs),RXBR021453,R24J43458WXIRMA(80354002),,205767513,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak for Flash Test(Start RMA REWIPE LOT)(LPK4H)(FFU-RMATDDM)(FLC02)+Wipe+OD Edge Wipe+glide+DS205767506(SA'J'LC)+MDSW outasLongspeak by Pass TA:WE310169AM DS:202142337(FP)/205767503(FK)/05(FL),W1409163138,After Glide	 Total Pend MDW FG DS	3350 Flash Reject	743 Test Scrap	107 Total Scrap	850 DS Qty=3350pcs	 AW MDW=2858pcs UDA Login as "60392845"	 27pcs "60382845"&Qty=465pcs NoUDA ,4/29/2025 10:44:33 AM,0,3350,3350,850,Kit Hiong Chan,MDW IN	3350 Total FG DS	3010 Total Scrap	340 MDW DS Yield	90% ,5/5/2025 9:24:35 AM,0,3010,3010,340,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$5117.00
W1460394623,4/25/2025 1:22:01 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,70,Production Cell#5,RXBR021431,,R25J44411WXIRTV(80497506),,207550001,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSW DS Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected go for scrap+Remarks:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=35pcs UAI&Ship+Affected=35pcs go for scrap,4/26/2025 8:57:49 AM,0,35,35,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$138.60
W1445764658,2/24/2025 1:44:14 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,514,Production Cell#B,RXBR021321,,Pls refer to DMR Attachment,252/262,204181101,Rosewood SS,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(FFU-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1444129220W1444143885,MDW IN	514 Total FG SS	300 Total Scrap	214 MDW SS Yield	67% ,2/24/2025 6:03:57 PM,300,0,300,214,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$920.20
W1445766385,2/24/2025 3:04:06 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,426,Production Cell#C,N/A,RXBR021338,R25P44119KRTRTV(80454403),,209170004,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1444470568)Affected go for Dummy Glide(Start RTV DMR Retest Lot)(ML09M)(TA:RMADM1)DS:209170000(SA"E"AL)+LPE+MDW out as MARLB CSO DS:210156100(HB)+Remarks:CSO,W1444403248W1450321393,After Glide	 Total Pend MDW FG DS	426 Scrap	0 DS  Qty=426pcs	 ,3/5/2025 2:44:21 PM,0,426,426,0,Kit Hiong Chan,MDW IN	426 Total FG DS	420 Total Scrap	6 MDW DS Yield	99% ,3/5/2025 2:45:40 PM,0,420,420,6,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$25.80
